1,1,268067
1,1,231261
1,1,269235
1,1,312
2,1,218712
2,1,279457
2,1,267732
2,1,245665
2,1,235128
2,1,248175
2,1,266372
2,1,129807
2,1,225604
6,1,1856
6,1,823
6,1,133860
6,1,16235
6,1,1453
6,1,18624
6,1,2463
6,1,18636
6,1,9717
6,1,1104
6,1,1671
11,1,536
11,1,605
11,1,299
11,1,337
11,1,2790
11,1,1424
11,1,1707
11,1,300
11,1,2464
11,1,8
11,1,2439
11,1,995
16,1,3428
16,1,10380
16,1,160209
18,1,3482
18,1,10440
18,1,2461
18,1,2460
18,1,55770
21,1,242
21,1,50
21,1,485
21,1,265
21,1,51
21,1,324
21,1,12
21,1,234
21,1,286
21,1,793
21,1,1104
21,1,317
24,1,8402
24,1,5436
24,1,15489
24,1,254
24,1,10380
24,1,921
24,1,2585
24,1,9717
24,1,894
24,1,1851
24,1,10440
24,1,876
30,1,751
30,1,254
30,1,237
30,1,492
30,1,326
30,1,806
30,1,699
30,1,303
30,1,265
30,1,233
30,1,324
37,1,1905
37,1,294
37,1,843
37,1,9717
37,1,247
37,1,3774
37,1,8402
37,1,902
37,1,1487
37,1,490
37,1,2127
37,1,899
41,1,1171
41,1,1271
41,1,1262
41,1,1263
41,1,888
41,1,1333
41,1,887
41,1,894
41,1,1010
41,1,876
45,1,302
45,1,310
45,1,237
45,1,283
45,1,812
45,1,528
45,1,238
45,1,12
45,1,793
45,1,536
45,1,312
45,1,443
50,1,841
50,1,840
50,1,29648
50,1,23686
50,1,839
50,1,3113
50,1,47576
50,1,842
64,1,10440
64,1,12703
64,1,24790
64,1,20547
64,1,23161
64,1,20851
64,1,16235
64,1,10639
64,1,11834
64,1,18635
64,1,17883
64,1,22588
64,1,19540
64,1,18624
67,1,2461
67,1,2460
67,1,2464
67,1,247
67,1,2459
67,1,313
67,1,3477
71,1,7312
71,1,907
71,1,1850
71,1,770
71,1,233
71,1,8402
71,1,4255
71,1,1671
71,1,1372
71,1,1333
71,1,766
76,1,267732
76,1,225604
76,1,273843
76,1,279457
95,1,7842
95,1,860
95,1,9717
95,1,5436
95,1,9853
95,1,7150
95,1,8402
95,1,7157
95,1,496
98,1,2460
98,1,907
98,1,10440
98,1,2459
98,1,2463
98,1,2461
98,1,1428
98,1,3482
98,1,10380
98,1,1948
111,1,770
111,1,3302
111,1,9622
111,1,876
111,1,806
111,1,51
111,1,11834
111,1,3113
111,1,298
111,1,9717
111,1,1773
111,1,3375
112,1,286
112,1,298
112,1,324
112,1,265
112,1,276
112,1,283
112,1,310
112,1,302
112,1,297
112,1,326
112,1,274
112,1,253
112,1,237
112,1,311
112,1,320
118,1,3446
118,1,916
118,1,286
118,1,968
118,1,866
118,1,493
118,1,281
118,1,822
118,1,485
118,1,965
118,1,902
118,1,894
118,1,793
153,1,1850
153,1,697
153,1,369
153,1,8
153,1,254
153,1,770
153,1,516
153,1,1836
164,1,18636
164,1,10639
164,1,2453
164,1,768
164,1,1671
164,1,23161
164,1,22657
173,1,1028
173,1,1027
173,1,979
173,1,1025
173,1,981
173,1,1026
173,1,472
173,1,823
173,1,860
173,1,928
204,1,235128
204,1,272510
204,1,241158
204,1,248175
204,1,299
214,1,11577
214,1,113292
214,1,109386
218,1,885
218,1,286
218,1,485
218,1,892
218,1,995
218,1,928
218,1,282
218,1,315
218,1,876
218,1,909
218,1,891
218,1,889
218,1,284
218,1,317
218,1,324
255,1,260467
255,1,239816
255,1,266157
255,1,260407
255,1,218712
255,1,267732
267,1,118781
271,1,10226
271,1,9853
271,1,12333
271,1,18004
271,1,14667
271,1,12703
276,1,18636
276,1,8402
276,1,1890
276,1,11145
293,1,3484
293,1,326
293,1,3774
293,1,1262
293,1,9717
293,1,10440
293,1,981
293,1,40533
295,1,2617
295,1,2585
295,1,5647
295,1,3482
295,1,247
295,1,2790
303,1,848
303,1,766
303,1,288
303,1,284
303,1,289
303,1,890
303,1,762
303,1,1026
303,1,283
303,1,1027
303,1,491
303,1,485
303,1,767
303,1,902
303,1,315
310,1,9853
310,1,9800
310,1,9717
310,1,10380
310,1,3484
310,1,1899
310,1,290
310,1,12703
311,1,32318
311,1,24165
311,1,37898
311,1,40310
311,1,53984
311,1,46011
314,1,299
314,1,300
314,1,298
314,1,326
314,1,496
314,1,288
314,1,536
314,1,490
314,1,312
314,1,310
314,1,311
314,1,307
314,1,320
314,1,295
314,1,382
315,1,207195
315,1,252655
317,1,298
317,1,302
317,1,995
317,1,770
317,1,921
317,1,907
317,1,259
317,1,485
317,1,281
317,1,860
317,1,311
317,1,289
317,1,840
327,1,96918
337,1,5436
337,1,7150
337,1,7157
337,1,5976
337,1,5649
337,1,7842
341,1,100858
344,1,334
344,1,292
344,1,310
344,1,338
344,1,793
344,1,605
344,1,302
344,1,311
344,1,982
344,1,315
344,1,337
344,1,290
344,1,313
344,1,751
344,1,312
349,1,472
349,1,305
349,1,533
349,1,506
349,1,310
349,1,764
349,1,751
349,1,298
349,1,311
349,1,302
349,1,312
349,1,295
350,1,338
350,1,337
350,1,326
350,1,276
350,1,283
350,1,324
350,1,764
350,1,443
350,1,309
350,1,315
350,1,290
350,1,334
350,1,286
350,1,770
350,1,299
363,1,965
363,1,10380
363,1,26449
363,1,55113
363,1,29648
363,1,37685
363,1,23686
363,1,37897
387,1,54433
387,1,96918
387,1,22759
387,1,58949
387,1,100449
398,1,158316
398,1,77171
398,1,176478
398,1,93545
398,1,127563
398,1,100449
405,1,268067
405,1,269235
405,1,266794
418,1,77625
418,1,211027
418,1,112146
418,1,203526
418,1,41529
418,1,160209
426,1,338
426,1,311
426,1,334
426,1,443
426,1,764
426,1,496
426,1,532
426,1,489
426,1,337
426,1,693
426,1,799
426,1,605
426,1,467
427,1,770
427,1,237
427,1,254
427,1,2461
427,1,1905
427,1,338
427,1,1671
427,1,340
427,1,51
427,1,847
427,1,927
427,1,234
427,1,772
427,1,315
432,1,110467
432,1,203526
432,1,218707
432,1,769
432,1,158316
433,1,307
433,1,506
433,1,840
433,1,927
